X,Y,Z
2127.34668,2.0,-384.053467
2179.739258,2.0,-983.472778
1836.267822,2.0,583.832275
455.250641,2.0,174.827637
-1404.902954,2.0,1423.101318
2067.276367,2.0,1492.636597
1523.61145,2.0,-651.714417
2113.418701,2.0,-1300.949463
1291.155029,2.0,1198.607056
1233.971313,2.0,926.088379
1987.271484,2.0,243.903381
1121.574829,2.0,1030.193359
-117.016487,2.0,1027.255981
-644.773804,2.0,693.515747
1076.021118,2.0,807.635681
189.138153,2.0,174.921753
403.451141,2.0,754.959961
1187.658813,2.0,1391.177124
1420.108521,2.0,-433.838867
1821.479736,2.0,11.999084
2245.515869,2.0,1071.107178
1567.534424,2.0,598.364868
1380.411621,2.0,-437.613281
1498.06897,2.0,1402.382202
1786.980591,2.0,922.426697
997.457703,2.0,864.290894
565.567444,2.0,511.811218
-184.454071,2.0,845.050354
-1484.316772,2.0,1457.475098
1970.727417,2.0,368.500061
1696.081909,2.0,287.424316
413.311371,2.0,796.922241
1407.904907,2.0,395.08197
2103.888184,2.0,1021.752014
687.540833,2.0,-280.720581
1507.963623,2.0,-923.170898
-405.038208,2.0,1285.978271
-106.312599,2.0,667.058289
926.956909,2.0,1070.19043
1429.416504,2.0,963.517273
83.574974,2.0,834.873413
1227.210327,2.0,735.737549
836.594727,2.0,525.190491
852.118896,2.0,-42.516968
1579.82019,2.0,48.280334
1657.077271,2.0,836.324829
73.641869,2.0,499.929443
-365.427521,2.0,434.139343
561.279541,2.0,1264.481201
-48.957191,2.0,779.497559
1925.911255,2.0,-1098.040405
1408.23938,2.0,1072.254883
73.062637,2.0,1492.983521
1538.249878,2.0,92.11261
1365.898804,2.0,-431.256775
2312.009521,2.0,-1131.583496
1947.484497,2.0,972.580078
1150.187866,2.0,1140.350342
207.774506,2.0,667.800415
-796.511353,2.0,1439.135742
1038.975708,2.0,444.334045
410.017914,2.0,277.116638
486.146393,2.0,241.851929
2089.288574,2.0,372.312439
-670.291992,2.0,1021.940247
1693.199341,2.0,462.759155
703.274841,2.0,519.86084
2348.515137,2.0,253.098083
2168.845703,2.0,54.165771
270.670197,2.0,69.218262
989.543396,2.0,-403.07843
-665.578857,2.0,667.187744
1543.796021,2.0,364.067932
1386.990112,2.0,1063.115479
1870.199219,2.0,-425.07135
1502.827637,2.0,158.236267
1289.962891,2.0,-387.052979
929.728821,2.0,343.231384
2341.26416,2.0,1306.941162
1387.695801,2.0,-465.813782
2261.981934,2.0,435.900452
135.806732,2.0,1284.463013
-1686.744019,2.0,1433.425903
2049.854004,2.0,1167.127563
-1127.519897,2.0,1060.24939
2369.937744,2.0,757.977539
2354.686523,2.0,-59.614746
2023.225708,2.0,729.738403
-808.902832,2.0,1243.297485
1542.579224,2.0,-627.170349
2304.584717,2.0,322.297058
923.070801,2.0,847.845215
1993.50647,2.0,-126.621521
211.143829,2.0,865.539001
-1584.262085,2.0,1300.346802
-555.052307,2.0,1450.31897
1527.374512,2.0,615.288574
923.528442,2.0,523.624146
284.180115,2.0,977.894165
994.453979,2.0,919.316406
1889.297729,2.0,384.211487
-917.761841,2.0,897.054443
-767.854736,2.0,1100.658813
1732.564819,2.0,516.849365
410.372467,2.0,1247.896729
144.439545,2.0,969.562866
2099.962646,2.0,-1210.34375
2109.973389,2.0,-988.232727
-1079.243042,2.0,1079.763184
556.954651,2.0,1366.521851
2227.936523,2.0,149.569885
-556.57373,2.0,1286.279175
1223.118042,2.0,663.681213
2316.289795,2.0,-174.729065
306.571106,2.0,541.200134
326.702606,2.0,-43.674011
1622.702637,2.0,447.71814
861.156921,2.0,-271.347473
897.409546,2.0,-192.376831
1499.390381,2.0,-615.416931
2352.060791,2.0,-434.818604
1942.041992,2.0,-838.656128
-499.77832,2.0,1057.666138
2346.871826,2.0,61.399658
1582.712891,2.0,721.783203
-684.699768,2.0,1105.86084
-131.140411,2.0,674.032837
-1288.272827,2.0,1262.732788
-78.42765,2.0,651.328491
2326.483398,2.0,374.709717
1261.841431,2.0,563.889771
351.144501,2.0,55.55896
-1064.156616,2.0,1125.166992
2183.256836,2.0,157.944153
-1303.065186,2.0,1468.666382
1373.424194,2.0,303.232178
904.200378,2.0,-258.353088
944.385376,2.0,986.251892
2274.563232,2.0,474.817017
982.526367,2.0,911.433655
69.851768,2.0,271.161621
-950.436523,2.0,1372.041382
1873.476929,2.0,-954.806763
